NUMBER;DRIVER_NUMBER;LAP_NUMBER;LAP_TIME;LAP_IMPROVEMENT;CROSSING_FINISH_LINE_IN_PIT;S1;S1_IMPROVEMENT;S2;S2_IMPROVEMENT;S3;S3_IMPROVEMENT;KPH;ELAPSED;HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS
12;1;26;4:25.067;0;;1:26.873;0;1:22.064;0;1:36.130;0;78.7;1:04:24.044;17:03:55.308;1:26.873;1:22.064;1:36.130;;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;SC;86.873;82.064;96.130
12;1;27;2:27.018;0;;1:07.176;0;40.286;0;39.556;0;141.9;1:06:51.062;17:06:22.326;1:07.176;0:40.286;0:39.556;177;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;SC;67.176;40.286;39.556
12;1;28;2:08.744;0;;38.496;0;51.168;0;39.080;0;162.0;1:08:59.806;17:08:31.070;0:38.496;0:51.168;0:39.080;255;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;38.496;51.168;39.080
12;1;29;1:51.097;0;;35.095;0;38.409;0;37.593;0;187.7;1:10:50.903;17:10:22.167;0:35.095;0:38.409;0:37.593;262;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;35.095;38.409;37.593
12;1;30;1:50.382;0;;34.893;0;38.007;0;37.482;0;188.9;1:12:41.285;17:12:12.549;0:34.893;0:38.007;0:37.482;263;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.893;38.007;37.482
12;1;31;1:51.434;0;B;35.394;0;38.589;0;37.451;0;187.1;1:14:32.719;17:14:03.983;0:35.394;0:38.589;0:37.451;258;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;35.394;38.589;37.451
12;1;32;1:51.999;0;;35.120;0;38.555;0;38.324;0;186.2;1:16:24.718;17:15:55.982;0:35.120;0:38.555;0:38.324;262;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;35.120;38.555;38.324
12;1;33;1:50.006;0;;34.758;0;37.741;0;37.507;0;189.6;1:18:14.724;17:17:45.988;0:34.758;0:37.741;0:37.507;260;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.758;37.741;37.507
12;1;34;2:37.006;0;;35.304;0;45.507;0;1:16.195;0;132.8;1:20:51.730;17:20:22.994;0:35.304;0:45.507;1:16.195;262;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;35.304;45.507;76.195
12;1;35;1:52.018;0;;35.557;0;38.493;0;37.968;0;186.2;1:22:43.748;17:22:15.012;0:35.557;0:38.493;0:37.968;247;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;35.557;38.493;37.968
12;1;36;1:50.020;0;;35.164;0;37.505;0;37.351;0;189.6;1:24:33.768;17:24:05.032;0:35.164;0:37.505;0:37.351;261;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;35.164;37.505;37.351
12;1;37;1:49.182;0;;34.836;0;37.222;0;37.124;0;191.0;1:26:22.950;17:25:54.214;0:34.836;0:37.222;0:37.124;262;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.836;37.222;37.124
12;1;38;1:49.496;0;;34.861;0;37.494;0;37.141;0;190.5;1:28:12.446;17:27:43.710;0:34.861;0:37.494;0:37.141;261;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.861;37.494;37.141
12;1;39;1:50.477;0;;34.882;0;37.944;0;37.651;0;188.8;1:30:02.923;17:29:34.187;0:34.882;0:37.944;0:37.651;262;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.882;37.944;37.651
12;1;40;1:49.699;0;;34.920;0;37.546;0;37.233;0;190.1;1:31:52.622;17:31:23.886;0:34.920;0:37.546;0:37.233;260;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.920;37.546;37.233
12;1;41;1:49.559;0;;34.756;0;37.488;0;37.315;0;190.4;1:33:42.181;17:33:13.445;0:34.756;0:37.488;0:37.315;262;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.756;37.488;37.315
12;1;42;1:56.199;0;;34.781;0;37.883;0;43.535;0;179.5;1:35:38.380;17:35:09.644;0:34.781;0:37.883;0:43.535;262;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;FCY;34.781;37.883;43.535
12;1;43;4:20.644;0;;1:26.333;0;1:21.937;0;1:32.374;0;80.0;1:39:59.024;17:39:30.288;1:26.333;1:21.937;1:32.374;78;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;FCY;86.333;81.937;92.374
12;1;44;4:20.893;0;;1:26.546;0;1:21.968;0;1:32.379;0;79.9;1:44:19.917;17:43:51.181;1:26.546;1:21.968;1:32.379;78;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;FCY;86.546;81.968;92.379
12;1;45;2:58.429;0;;1:27.341;0;50.142;0;40.946;0;116.9;1:47:18.346;17:46:49.610;1:27.341;0:50.142;0:40.946;78;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;SC;87.341;50.142;40.946
12;1;46;2:41.336;0;;39.050;0;55.592;0;1:06.694;0;129.3;1:49:59.682;17:49:30.946;0:39.050;0:55.592;1:06.694;145;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;SC;39.050;55.592;66.694
12;1;47;2:48.734;0;;1:05.995;0;55.396;0;47.343;0;123.6;1:52:48.416;17:52:19.680;1:05.995;0:55.396;0:47.343;66;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;65.995;55.396;47.343
12;1;48;1:52.946;0;;35.529;0;38.887;0;38.530;0;184.6;1:54:41.362;17:54:12.626;0:35.529;0:38.887;0:38.530;242;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;35.529;38.887;38.530
12;1;49;1:54.554;0;;37.508;0;39.039;0;38.007;0;182.1;1:56:35.916;17:56:07.180;0:37.508;0:39.039;0:38.007;223;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;37.508;39.039;38.007
12;1;50;1:52.438;0;;34.748;0;39.212;0;38.478;0;185.5;1:58:28.354;17:57:59.618;0:34.748;0:39.212;0:38.478;266;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.748;39.212;38.478
12;1;51;1:55.570;0;;35.190;0;37.659;0;42.721;0;180.5;2:00:23.924;17:59:55.188;0:35.190;0:37.659;0:42.721;249;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;35.190;37.659;42.721
12;1;52;1:58.330;0;;35.041;0;37.788;0;45.501;0;176.2;2:02:22.254;18:01:53.518;0:35.041;0:37.788;0:45.501;;Rindone;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;35.041;37.788;45.501
12;3;53;3:20.225;0;B;2:04.336;0;37.930;0;37.959;0;104.2;2:05:42.479;18:05:13.743;2:04.336;0:37.930;0:37.959;199;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;124.336;37.930;37.959
12;3;54;1:49.038;0;;34.759;0;37.183;0;37.096;0;191.3;2:07:31.517;18:07:02.781;0:34.759;0:37.183;0:37.096;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.759;37.183;37.096
12;3;55;1:48.281;0;;34.608;0;36.625;0;37.048;0;192.6;2:09:19.798;18:08:51.062;0:34.608;0:36.625;0:37.048;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.608;36.625;37.048
12;3;56;1:48.042;0;;34.609;0;36.548;0;36.885;0;193.0;2:11:07.840;18:10:39.104;0:34.609;0:36.548;0:36.885;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.609;36.548;36.885
12;3;57;1:47.996;0;;34.429;0;36.686;0;36.881;0;193.1;2:12:55.836;18:12:27.100;0:34.429;0:36.686;0:36.881;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.429;36.686;36.881
12;3;58;1:48.029;0;;34.447;0;36.743;0;36.839;0;193.0;2:14:43.865;18:14:15.129;0:34.447;0:36.743;0:36.839;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.447;36.743;36.839
12;3;59;1:47.531;1;;34.406;0;36.300;1;36.825;0;193.9;2:16:31.396;18:16:02.660;0:34.406;0:36.300;0:36.825;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.406;36.300;36.825
12;3;60;1:47.896;0;;34.440;0;36.675;0;36.781;0;193.3;2:18:19.292;18:17:50.556;0:34.440;0:36.675;0:36.781;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.440;36.675;36.781
12;3;61;1:47.887;0;;34.462;0;36.686;0;36.739;0;193.3;2:20:07.179;18:19:38.443;0:34.462;0:36.686;0:36.739;264;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.462;36.686;36.739
12;3;62;1:47.945;0;;34.401;0;36.743;0;36.801;0;193.2;2:21:55.124;18:21:26.388;0:34.401;0:36.743;0:36.801;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.401;36.743;36.801
12;3;63;1:47.869;0;;34.449;0;36.679;0;36.741;0;193.3;2:23:42.993;18:23:14.257;0:34.449;0:36.679;0:36.741;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.449;36.679;36.741
12;3;64;1:47.828;0;;34.441;0;36.625;0;36.762;0;193.4;2:25:30.821;18:25:02.085;0:34.441;0:36.625;0:36.762;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.441;36.625;36.762
12;3;65;1:48.248;0;;34.454;0;37.015;0;36.779;0;192.7;2:27:19.069;18:26:50.333;0:34.454;0:37.015;0:36.779;264;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.454;37.015;36.779
12;3;66;1:47.802;0;;34.409;0;36.651;0;36.742;0;193.5;2:29:06.871;18:28:38.135;0:34.409;0:36.651;0:36.742;266;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.409;36.651;36.742
12;3;67;1:48.005;0;;34.539;0;36.602;0;36.864;0;193.1;2:30:54.876;18:30:26.140;0:34.539;0:36.602;0:36.864;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.539;36.602;36.864
12;3;68;1:49.341;0;;34.562;0;37.908;0;36.871;0;190.7;2:32:44.217;18:32:15.481;0:34.562;0:37.908;0:36.871;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.562;37.908;36.871
12;3;69;1:47.534;0;;34.397;0;36.423;0;36.714;0;193.9;2:34:31.751;18:34:03.015;0:34.397;0:36.423;0:36.714;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.397;36.423;36.714
12;3;70;1:47.764;0;;34.433;0;36.606;0;36.725;0;193.5;2:36:19.515;18:35:50.779;0:34.433;0:36.606;0:36.725;264;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.433;36.606;36.725
12;3;71;1:48.847;0;;34.467;0;36.761;0;37.619;0;191.6;2:38:08.362;18:37:39.626;0:34.467;0:36.761;0:37.619;264;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;34.467;36.761;37.619
12;3;72;4:13.348;0;;1:18.859;0;1:21.878;0;1:32.611;0;82.3;2:42:21.710;18:41:52.974;1:18.859;1:21.878;1:32.611;78;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;FCY;78.859;81.878;92.611
12;3;73;4:20.970;0;;1:26.444;0;1:21.834;0;1:32.692;0;79.9;2:46:42.680;18:46:13.944;1:26.444;1:21.834;1:32.692;78;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;FCY;86.444;81.834;92.692
12;3;74;3:29.913;0;;1:26.873;0;54.106;0;1:08.934;0;99.3;2:50:12.593;18:49:43.857;1:26.873;0:54.106;1:08.934;79;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;SC;86.873;54.106;68.934
12;3;75;2:50.821;0;;1:03.653;0;51.196;0;55.972;0;122.1;2:53:03.414;18:52:34.678;1:03.653;0:51.196;0:55.972;106;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;63.653;51.196;55.972
12;3;76;1:52.643;0;;35.843;0;38.847;0;37.953;0;185.1;2:54:56.057;18:54:27.321;0:35.843;0:38.847;0:37.953;265;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;35.843;38.847;37.953
12;3;77;1:56.162;0;;36.118;0;40.591;0;39.453;0;179.5;2:56:52.219;18:56:23.483;0:36.118;0:40.591;0:39.453;266;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;36.118;40.591;39.453
12;3;78;4:13.297;0;;1:29.563;0;1:27.533;0;1:16.201;0;82.3;3:01:05.516;19:00:36.780;1:29.563;1:27.533;1:16.201;49;Grenier;;Bronze;;GetSpeed Team Dubai;Mercedes-AMG;GF;89.563;87.533;76.201
17;1;1;2:22.207;1;;38.321;1;38.593;1;1:05.293;1;146.7;2:22.207;16:01:53.471;0:38.321;0:38.593;1:05.293;210;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;SC;38.321;38.593;65.293
17;1;2;4:22.307;0;;1:46.055;0;1:18.168;0;1:18.084;0;79.5;6:44.514;16:06:15.778;1:46.055;1:18.168;1:18.084;52;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;SC;106.055;78.168;78.084
17;1;3;3:26.931;0;;1:25.021;0;59.733;0;1:02.177;1;100.8;10:11.445;16:09:42.709;1:25.021;0:59.733;1:02.177;88;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;SC;85.021;59.733;62.177
17;1;4;2:53.265;0;;1:07.269;0;52.025;0;53.971;1;120.4;13:04.710;16:12:35.974;1:07.269;0:52.025;0:53.971;108;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;SC;67.269;52.025;53.971
17;1;5;2:38.610;0;;50.074;0;49.488;0;59.048;0;131.5;15:43.320;16:15:14.584;0:50.074;0:49.488;0:59.048;136;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;SC;50.074;49.488;59.048
17;1;6;2:51.942;0;;1:00.031;0;57.095;0;54.816;0;121.3;18:35.262;16:18:06.526;1:00.031;0:57.095;0:54.816;130;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;60.031;57.095;54.816
17;1;7;1:49.399;1;;35.231;1;37.095;1;37.073;1;190.6;20:24.661;16:19:55.925;0:35.231;0:37.095;0:37.073;262;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;35.231;37.095;37.073
17;1;8;1:48.745;1;;34.893;1;37.016;1;36.836;1;191.8;22:13.406;16:21:44.670;0:34.893;0:37.016;0:36.836;264;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.893;37.016;36.836
17;1;9;1:47.999;1;;34.652;1;36.687;1;36.660;1;193.1;24:01.405;16:23:32.669;0:34.652;0:36.687;0:36.660;263;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.652;36.687;36.660
17;1;10;1:47.630;1;;34.490;1;36.579;1;36.561;1;193.8;25:49.035;16:25:20.299;0:34.490;0:36.579;0:36.561;265;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.490;36.579;36.561
17;1;11;1:47.262;1;;34.315;1;36.498;1;36.449;1;194.4;27:36.297;16:27:07.561;0:34.315;0:36.498;0:36.449;264;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.315;36.498;36.449
17;1;12;1:47.180;1;;34.305;1;36.294;1;36.581;0;194.6;29:23.477;16:28:54.741;0:34.305;0:36.294;0:36.581;265;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.305;36.294;36.581
17;1;13;1:47.160;1;;34.351;0;36.319;0;36.490;0;194.6;31:10.637;16:30:41.901;0:34.351;0:36.319;0:36.490;265;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.351;36.319;36.490
17;1;14;1:47.188;0;;34.279;1;36.391;0;36.518;0;194.6;32:57.825;16:32:29.089;0:34.279;0:36.391;0:36.518;265;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.279;36.391;36.518
17;1;15;1:47.404;0;;34.312;0;36.623;0;36.469;0;194.2;34:45.229;16:34:16.493;0:34.312;0:36.623;0:36.469;265;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.312;36.623;36.469
17;1;16;1:47.184;0;;34.245;1;36.513;0;36.426;1;194.6;36:32.413;16:36:03.677;0:34.245;0:36.513;0:36.426;266;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.245;36.513;36.426
17;1;17;1:47.008;1;;34.190;1;36.279;1;36.539;0;194.9;38:19.421;16:37:50.685;0:34.190;0:36.279;0:36.539;265;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.190;36.279;36.539
17;1;18;1:47.154;0;;34.305;0;36.493;0;36.356;1;194.6;40:06.575;16:39:37.839;0:34.305;0:36.493;0:36.356;263;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.305;36.493;36.356
17;1;19;1:47.200;0;;34.434;0;36.366;0;36.400;0;194.5;41:53.775;16:41:25.039;0:34.434;0:36.366;0:36.400;265;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.434;36.366;36.400
17;1;20;1:46.899;1;;34.225;0;36.239;1;36.435;0;195.1;43:40.674;16:43:11.938;0:34.225;0:36.239;0:36.435;265;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.225;36.239;36.435
17;1;21;1:54.062;0;;34.216;0;36.299;0;43.547;0;182.8;45:34.736;16:45:06.000;0:34.216;0:36.299;0:43.547;;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;GF;34.216;36.299;43.547
17;1;22;6:40.260;0;;4:03.445;0;1:04.216;0;1:32.599;0;52.1;52:14.996;16:51:46.260;4:03.445;1:04.216;1:32.599;204;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;FCY;243.445;64.216;92.599
17;1;23;4:23.208;0;;1:26.338;0;1:21.779;0;1:35.091;0;79.2;56:38.204;16:56:09.468;1:26.338;1:21.779;1:35.091;;Martin;;Silver;;Mercedes-AMG Team GetSpeed;Mercedes-AMG;FCY;86.338;81.779;95.091
21;2;1;2:45.511;1;;45.114;1;43.514;1;1:16.883;1;126.0;2:45.511;16:02:16.775;0:45.114;0:43.514;1:16.883;180;Söderström;;Silver;;Comtoyou Racing;Aston Martin;SC;45.114;43.514;76.883
21;2;2;4:27.564;0;;1:47.627;0;1:20.834;0;1:19.103;0;77.9;7:13.075;16:06:44.339;1:47.627;1:20.834;1:19.103;37;Söderström;;Silver;;Comtoyou Racing;Aston Martin;SC;107.627;80.834;79.103
21;2;3;3:23.219;0;;1:21.153;0;1:02.874;0;59.192;1;102.6;10:36.294;16:10:07.558;1:21.153;1:02.874;0:59.192;50;Söderström;;Silver;;Comtoyou Racing;Aston Martin;SC;81.153;62.874;59.192
21;2;4;2:45.391;1;;1:03.878;0;54.097;0;47.416;1;126.1;13:21.685;16:12:52.949;1:03.878;0:54.097;0:47.416;69;Söderström;;Silver;;Comtoyou Racing;Aston Martin;SC;63.878;54.097;47.416
21;2;5;2:37.128;1;;44.009;1;54.822;0;58.297;0;132.7;15:58.813;16:15:30.077;0:44.009;0:54.822;0:58.297;;Söderström;;Silver;;Comtoyou Racing;Aston Martin;SC;44.009;54.822;58.297
21;2;6;3:08.783;0;;1:53.484;0;37.876;1;37.423;1;110.5;19:07.596;16:18:38.860;1:53.484;0:37.876;0:37.423;199;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;113.484;37.876;37.423
21;2;7;1:49.003;1;;34.840;1;36.956;1;37.207;1;191.3;20:56.599;16:20:27.863;0:34.840;0:36.956;0:37.207;263;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.840;36.956;37.207
21;2;8;1:48.661;1;;34.671;1;37.023;0;36.967;1;191.9;22:45.260;16:22:16.524;0:34.671;0:37.023;0:36.967;263;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.671;37.023;36.967
21;2;9;1:50.083;0;;34.495;1;37.068;0;38.520;0;189.4;24:35.343;16:24:06.607;0:34.495;0:37.068;0:38.520;267;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.495;37.068;38.520
21;2;10;1:49.143;0;;34.636;0;36.848;1;37.659;0;191.1;26:24.486;16:25:55.750;0:34.636;0:36.848;0:37.659;267;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.636;36.848;37.659
21;2;11;1:48.629;1;;34.616;0;36.909;0;37.104;0;192.0;28:13.115;16:27:44.379;0:34.616;0:36.909;0:37.104;265;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.616;36.909;37.104
21;2;12;1:49.018;0;;34.577;0;36.902;0;37.539;0;191.3;30:02.133;16:29:33.397;0:34.577;0:36.902;0:37.539;267;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.577;36.902;37.539
21;2;13;1:48.398;1;;34.463;1;36.876;0;37.059;0;192.4;31:50.531;16:31:21.795;0:34.463;0:36.876;0:37.059;266;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.463;36.876;37.059
21;2;14;1:48.738;0;;34.916;0;36.797;1;37.025;0;191.8;33:39.269;16:33:10.533;0:34.916;0:36.797;0:37.025;266;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.916;36.797;37.025
21;2;15;1:48.652;0;;34.543;0;36.791;1;37.318;0;191.9;35:27.921;16:34:59.185;0:34.543;0:36.791;0:37.318;267;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.543;36.791;37.318
21;2;16;1:49.566;0;;34.620;0;37.450;0;37.496;0;190.3;37:17.487;16:36:48.751;0:34.620;0:37.450;0:37.496;267;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.620;37.450;37.496
21;2;17;1:48.523;0;;34.592;0;36.900;0;37.031;0;192.2;39:06.010;16:38:37.274;0:34.592;0:36.900;0:37.031;268;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.592;36.900;37.031
21;2;18;1:48.358;1;;34.520;0;36.749;1;37.089;0;192.5;40:54.368;16:40:25.632;0:34.520;0:36.749;0:37.089;267;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.520;36.749;37.089
21;2;19;1:48.252;1;;34.428;1;36.699;1;37.125;0;192.7;42:42.620;16:42:13.884;0:34.428;0:36.699;0:37.125;268;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.428;36.699;37.125
21;2;20;1:48.289;0;;34.490;0;36.848;0;36.951;1;192.6;44:30.909;16:44:02.173;0:34.490;0:36.848;0:36.951;267;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.490;36.848;36.951
21;2;21;1:48.690;0;;34.553;0;37.124;0;37.013;0;191.9;46:19.599;16:45:50.863;0:34.553;0:37.124;0:37.013;268;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.553;37.124;37.013
21;2;22;1:48.705;0;;34.541;0;37.253;0;36.911;1;191.8;48:08.304;16:47:39.568;0:34.541;0:37.253;0:36.911;267;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;34.541;37.253;36.911
21;2;23;1:52.348;0;;34.482;0;36.760;0;41.106;0;185.6;50:00.652;16:49:31.916;0:34.482;0:36.760;0:41.106;267;Söderström;;Silver;;Comtoyou Racing;Aston Martin;FCY;34.482;36.760;41.106
21;2;24;4:21.182;0;;1:26.322;0;1:22.165;0;1:32.695;0;79.8;54:21.834;16:53:53.098;1:26.322;1:22.165;1:32.695;78;Söderström;;Silver;;Comtoyou Racing;Aston Martin;FCY;86.322;82.165;92.695
21;2;25;4:21.741;0;;1:26.721;0;1:22.311;0;1:32.709;0;79.7;58:43.575;16:58:14.839;1:26.721;1:22.311;1:32.709;78;Söderström;;Silver;;Comtoyou Racing;Aston Martin;FCY;86.721;82.311;92.709
21;2;26;4:21.686;0;;1:26.792;0;1:22.157;0;1:32.737;0;79.7;1:03:05.261;17:02:36.525;1:26.792;1:22.157;1:32.737;78;Söderström;;Silver;;Comtoyou Racing;Aston Martin;GF;86.792;82.157;92.737
21;2;27;3:05.202;0;B;1:27.000;0;49.972;0;48.230;0;112.6;1:06:10.463;17:05:41.727;1:27.000;0:49.972;0:48.230;;Söderström;;Silver;;Comtoyou Racing;Aston Martin;SC;87.000;49.972;48.230
21;3;28;3:06.269;0;;1:51.111;0;37.943;0;37.215;0;112.0;1:09:16.732;17:08:47.996;1:51.111;0:37.943;0:37.215;200;Baud;;Silver;;Comtoyou Racing;Aston Martin;GF;111.111;37.943;37.215
21;3;29;1:48.527;0;;34.550;0;36.770;0;37.207;0;192.2;1:11:05.259;17:10:36.523;0:34.550;0:36.770;0:37.207;267;Baud;;Silver;;Comtoyou Racing;Aston Martin;GF;34.550;36.770;37.207
21;3;30;1:47.933;1;;34.559;0;36.608;1;36.766;1;193.2;1:12:53.192;17:12:24.456;0:34.559;0:36.608;0:36.766;268;Baud;;Silver;;Comtoyou Racing;Aston Martin;GF;34.559;36.608;36.766
21;3;31;1:48.267;0;;34.656;0;36.698;0;36.913;0;192.6;1:14:41.459;17:14:12.723;0:34.656;0:36.698;0:36.913;267;Baud;;Silver;;Comtoyou Racing;Aston Martin;GF;34.656;36.698;36.913
21;3;32;1:47.875;1;;34.390;1;36.789;0;36.696;1;193.3;1:16:29.334;17:16:00.598;0:34.390;0:36.789;0:36.696;268;Baud;;Silver;;Comtoyou Racing;Aston Martin;GF;34.390;36.789;36.696
21;3;33;1:47.735;1;;34.363;1;36.645;0;36.727;0;193.6;1:18:17.069;17:17:48.333;0:34.363;0:36.645;0:36.727;267;Baud;;Silver;;Comtoyou Racing;Aston Martin;GF;34.363;36.645;36.727
21;3;34;2:32.539;0;;34.410;0;37.805;0;1:20.324;0;136.7;1:20:49.608;17:20:20.872;0:34.410;0:37.805;1:20.324;268;Baud;;Silver;;Comtoyou Racing;Aston Martin;GF;34.410;37.805;80.324
21;3;35;1:48.987;0;;35.440;0;36.864;0;36.683;1;191.4;1:22:38.595;17:22:09.859;0:35.440;0:36.864;0:36.683;261;Baud;;Silver;;Comtoyou Racing;Aston Martin;GF;35.440;36.864;36.683
21;3;36;1:47.845;0;;34.557;0;36.509;1;36.779;0;193.4;1:24:26.440;17:23:57.704;0:34.557;0:36.509;0:36.779;267;Baud;;Silver;;Comtoyou Racing;Aston Martin;GF;34.557;36.509;36.779
21;3;37;1:47.837;0;;34.437;0;36.497;1;36.903;0;193.4;1:26:14.277;17:25:45.541;0:34.437;0:36.497;0:36.903;267;Baud;;Silver;;Comtoyou Racing;Aston Martin;GF;34.437;36.497;36.903
