POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
31;65;6;1:59.441;+6.340;+0.621;172.7;8;Murillo Racing;GS;;;Mercedes-AMG;M;450;212;5;69;7643;3;;4727;;;Tim;Probert;;Houston, TX;;;491;1;;;;Brent;Mosing;;Lafayette, LA;;;492;2;;;;Justin;Piscitell;;Wingdale, NY;;;493;4;;;;;;;;;;;;;;;;;;;;;;
32;84;8;2:00.620;+7.519;+1.179;171.0;8;Atlanta Speedwerks;TCR;;;Honda Civic TCR;M;598;259;22;77;2081;3;;4742;;;Brian;Henderson;;Fredericksburg, VA;;;1806;1;;;;Todd;Lamb;;Atlanta, GA;;;1805;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;73;8;2:00.646;+7.545;+0.026;170.9;8;LA Honda World Racing;TCR;;;Honda Civic TCR;M;631;262;22;77;2081;3;;4817;;;Mat;Pombo;;DO NOT PUBLISH;;;529;4;;;;Mike;LaMarra;;Brighton, MI;;;473;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;37;9;2:01.490;+8.389;+0.844;169.8;9;LA Honda World Racing;TCR;;;Honda Civic TCR;M;608;262;22;77;2081;3;;4743;;;Tom;O'Gorman;;Mason, OH;;;1721;2;;;;Shelby;Blackstock;;Nashville, TN;;;249;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;52;7;2:01.516;+8.415;+0.026;169.7;9;LA Honda World Racing;TCR;;;Honda Civic TCR;M;609;262;22;77;2081;3;;4744;;;Colin;Mullan;;Danville, CA;;;1681;5;;;;Max;Faulkner;;DO NOT PUBLISH;;;1595;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;5;8;2:03.139;+10.038;+1.623;167.5;8;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta TCR;M;620;265;22;70;7658;3;;4745;;;Roy;Block;;Winter Park, FL;;;1077;3;;;;Tim;Lewis Jr;;Boca Raton, FL;;;1801;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;21;7;2:03.652;+10.551;+0.513;166.8;7;BRYAN HERTA AUTOSPORT W/ CURB-AGAJANIAN;TCR;;;Hyundai Veloster N TCR;M;592;255;22;76;7660;3;;4715;;;Mason;Filippi;;Alamo, CA;;;1829;3;;;;Harry;Gottsacker;;San Antonio, TX;;;1456;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;89;3;2:03.692;+10.591;+0.040;166.7;4;HART;TCR;;;Honda Civic TCR;M;582;76;22;77;2081;3;;4741;;;Chad;Gilsinger;;Marysville, OH;;;517;1;;;;Ryan;Eversley;;Atlanta, GA;;;501;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;3;6;2:03.760;+10.659;+0.068;166.6;8;KMW Motorsports with TMR Engineering;TCR;;;Alfa Romeo Giulietta TCR;M;626;265;22;70;7658;3;;4758;;;Alex;Popow;;Weston, FL;;;97;2;;;;Alexandre;Papadopulos;;Missouri City, TX;;;1834;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;23;7;2:04.024;+10.923;+0.264;166.3;8;Fast MD Racing;TCR;;;Audi RS3 LMS TCR;M;630;267;22;67;909;3;;4816;;;Nick;Galante;;Greenfield, MA;;;784;1;;;;James;Vance;;Toronto, Ontario;;;486;2;;;;Jared;Salinsky;;Trinity, FL;;;1323;3;;;;;;;;;;;;;;;;;;;;;;
41;61;7;2:04.337;+11.236;+0.313;165.9;8;Roadshagger Racing by eEuroparts.com;TCR;;;Audi RS3 LMS TCR;M;488;203;22;67;909;3;;4739;;;Gavin;Ernstone;;Las Vegas, NV;;;1652;1;;;;Jon;Morley;;San Francisco, CA;;;1804;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;98;6;2:05.054;+11.953;+0.717;164.9;7;BRYAN HERTA AUTOSPORT W/ CURB-AGAJANIAN;TCR;;;Hyundai Veloster N TCR;M;591;255;22;76;7660;3;;4716;;;Mark;Wilkins;;Mulmur, Ontario;;;317;3;;;;Michael;Lewis;;Laguna Beach, CA;;;730;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;10;2;2:09.041;+15.940;+3.987;159.8;6;eEuroparts.com ROWE Racing;TCR;;;Audi RS3 LMS TCR;M;419;203;22;67;909;3;;4737;;;Lee;Carpentier;;Sharon, CT;;;465;3;;;;Kieron;O'Rourke;;George Town, CYM;;;1200;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;12;0;;;;;3;eEuroparts.com ROWE Racing;TCR;;;Audi RS3 LMS TCR;M;528;203;22;67;909;3;;4735;;;Russell;McDonough;;Little Rock, AR;;;1802;2;;;;Ryan;Nash;;Montebello, NY;;;1803;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;28;0;;;;;0;RS1;GS;;;Porsche 718 Cayman GT4 Clubsport;M;280;56;5;78;112;3;;4765;;;Jan;Heylen;;Clearwater, FL;;;184;1;;;;Charlie;Luck;;Richmond, VA;;;1363;2;;;;Fred;Poordad;;San Antonio, TX;;;160;3;;;;;;;;;;;;;;;;;;;;;;
46;33;0;;;;;0;Winward Racing / HTP Motorsport;GS;;;Mercedes-AMG;M;473;205;5;69;7643;3;;4731;;;Russell;Ward;;Seabrook, TX;;;1252;1;;;;Indy;Dontje;;Amsterdam, Netherlands;;;1634;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;54;0;;;;;5;JDC-Miller MotorSports;TCR;;;Audi RS3 LMS TCR;M;415;15;22;67;909;3;;4728;;;Michael;Johnson;;East Lansing, MI;;;261;1;;;;Stephen;Simpson;;Cape Town, South Africa;;;765;2;;;;Mikey;Taylor;;Pretoria, South Africa;;;791;3;;;;;;;;;;;;;;;;;;;;;;
48;75;0;;;;;0;Compass Racing;GS;;;McLaren GT4;M;417;53;5;53;7651;3;;4815;;;Paul;Holton;;Orlando, FL;;;847;1;;;;Kuno;Wittmer;;Montreal, Quebec;;;237;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;80;0;;;;;0;BimmerWorld Racing;GS;;;BMW M4 GT4;M;627;73;5;68;74;3;;4764;;;Aurora;Straus;;Cold Spring, NY;;;1222;1;;;;Kaz;Grala;;Boston, MA;;;420;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
